actor,actorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q155142,Q155142,υποκριτική,Βασίλειο της Δανίας,1979-04-25T00:00:00Z,,
http://www.wikidata.org/entity/Q156532,Πίτερ Γκρέιβς,υποκριτική,Μινεάπολις,1926-03-18T00:00:00Z,2010-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q158233,Q158233,υποκριτική,Χαϊντεραμπάντ,1971-11-04T00:00:00Z,,
http://www.wikidata.org/entity/Q161852,Ζίγκμουντ Χύμπνερ,"δημοσιογραφία γνώμης, υποκριτική",Βαρσοβία,1930-03-23T00:00:00Z,1989-01-12T00:00:00Z,
http://www.wikidata.org/entity/Q162554,Νταϊάν Βενόρα,υποκριτική,Q754618,1952-08-10T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q175498,Q175498,"τηλεόραση, ταινία",Q6459,1955-04-12T00:00:00Z,,
http://www.wikidata.org/entity/Q176323,Μπέρνι Μακ,τηλεόραση,Σικάγο,1957-10-05T00:00:00Z,2008-08-09T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q212416,Μάικλ Μπερν,"υποκριτική, τηλεόραση, ταινία",Λονδίνο,1943-11-07T00:00:00Z,,Βρετανός ηθοποιός
http://www.wikidata.org/entity/Q212772,Cheryl,άσμα,Νιούκασλ,1983-06-30T00:00:00Z,,
http://www.wikidata.org/entity/Q236017,Τζιανγκ Τσινγκ,"πολιτική, υποκριτική",Λαϊκή Δημοκρατία της Κίνας,1914-03-05T00:00:00Z,1991-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q236017,Τζιανγκ Τσινγκ,"πολιτική, υποκριτική",Τζούτσενγκ,1914-03-05T00:00:00Z,1991-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q236017,Τζιανγκ Τσινγκ,"πολιτική, υποκριτική",Λαϊκή Δημοκρατία της Κίνας,1914-03-19T00:00:00Z,1991-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q236017,Τζιανγκ Τσινγκ,"πολιτική, υποκριτική",Τζούτσενγκ,1914-03-19T00:00:00Z,1991-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q236318,Φέιθ Έβανς,σύνθεση,Λέικλαντ,1973-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q236318,Φέιθ Έβανς,σύνθεση,Λέικλαντ,1973-06-10T00:00:00Z,,
http://www.wikidata.org/entity/Q236351,Q236351,σύνθεση,Σιάτλ,1986-03-03T00:00:00Z,,
http://www.wikidata.org/entity/Q236355,Q236355,σύνθεση,Σαν Φρανσίσκο,1989-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q237242,Q237242,κριτική θεάτρου,Λίβερπουλ,1932-11-21T00:00:00Z,2010-07-02T00:00:00Z,
http://www.wikidata.org/entity/Q237389,Q237389,σύνθεση,Λος Άντζελες,1983-09-20T00:00:00Z,,
http://www.wikidata.org/entity/Q237548,Q237548,σύνθεση,Χάροου,1987-07-06T00:00:00Z,,
http://www.wikidata.org/entity/Q237552,Q237552,σύνθεση,Λονδίνο,1988-01-24T00:00:00Z,,
http://www.wikidata.org/entity/Q237654,Q237654,σύνθεση,Μπεθέσντα,1968-03-11T00:00:00Z,,
http://www.wikidata.org/entity/Q237669,Ταρίν Μάνινγκ,σύνθεση,Φολς Τσερτς,1978-11-06T00:00:00Z,,
http://www.wikidata.org/entity/Q237677,Q237677,σύνθεση,Γουίμπλεντον,1988-01-26T00:00:00Z,,
http://www.wikidata.org/entity/Q43770,Q43770,"αυτοβιογραφία, υποκριτική",Βίνερ Νόιστατ,1930-11-17T00:00:00Z,2022-12-04T00:00:00Z,
http://www.wikidata.org/entity/Q44301,Τζιμ Μόρισον,"ποίηση, ροκ, άσμα",Q949779,1943-12-08T00:00:00Z,1971-07-03T00:00:00Z,
http://www.wikidata.org/entity/Q44437,Τζον Σίνα,"μουσική, υποκριτική",Γουέστ Νιούμπερι,1977-04-23T00:00:00Z,,Αμερικανός παλαιστής
http://www.wikidata.org/entity/Q45521,Ντίτερ Χίλντεμπραντ,"λογοτεχνία, υποκριτική, Καμπαρέ",Μπολεσουάβιετς,1927-05-23T00:00:00Z,2013-11-20T00:00:00Z,Γερμανός καλλιτέχνης καμπαρέ
http://www.wikidata.org/entity/Q45909,Τζον Κέιλ,"μουσική, κινηματογραφική μουσική",Q3405497,1942-03-09T00:00:00Z,,"Ουαλός μουσικός, συνθέτης, τραγουδιστής, τραγουδοποιός και δισκογραφικός παραγωγός"
http://www.wikidata.org/entity/Q49484,Κονσταντίν Στανισλάφσκι,"παιδαγωγική, ταινία, θέατρο, υποκριτική, Θεατρολογία, Διαχείριση",Μόσχα,1863-01-17T00:00:00Z,1938-08-07T00:00:00Z,Ρώσος σκηνοθέτης και ηθοποιός
http://www.wikidata.org/entity/Q82688,Q82688,"άσμα, υποκριτική, Σανσόν",Μπρατισλάβα,1931-10-20T00:00:00Z,2021-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q82959,Ζούλα Πογκοζέλσκα,"χορός, άσμα, Καμπαρέ, υποκριτική",Ευπατορία,1896-01-01T00:00:00Z,1936-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q83851,Μπεν Σέκμαν,"ταινία, θέατρο",Νέα Υόρκη,1968-09-26T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q85343,Q85343,"θέατρο, υποκριτική",Βουδαπέστη,1896-04-21T00:00:00Z,1987-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q86105,Q86105,"άσμα, ποπ μουσική, υποκριτική, δημοφιλής μουσική",Ντέρμπαν,1946-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q86260,Q86260,"θέατρο, Θεατρολογία, δραματουργία",Αμβούργο,1891-02-14T00:00:00Z,1966-05-10T00:00:00Z,
http://www.wikidata.org/entity/Q103114,Μισέλ Ουελμπέκ,"λογοτεχνία, φωτογραφία",Σαιν-Πιερ,1958-02-26T00:00:00Z,,Γάλλος συγγραφέας
http://www.wikidata.org/entity/Q103299,Q103299,"δημοσιογραφία, υποκριτική",Τσάρνι Μπουρ,1940-01-01T00:00:00Z,2013-12-03T00:00:00Z,Γερμανός δημοσιογράφος και ηθοποιός
http://www.wikidata.org/entity/Q103486,Q103486,ταινία,Κιέτι,1973-02-24T00:00:00Z,,
http://www.wikidata.org/entity/Q104008,Q104008,"ταινία, υποκριτική",Ρόστοκ,1935-07-05T00:00:00Z,2022-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q104081,Μίκι Ρούνεϊ,"ταινία, υποκριτική, παραγωγή ταινιών",Μπρούκλιν,1920-09-23T00:00:00Z,2014-04-06T00:00:00Z,Αμερικανός ηθοποιός κινηματογράφου
http://www.wikidata.org/entity/Q104902,Q104902,"θέατρο, δράμα",Q6858,1959-05-09T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q106099,Ζαν Μορό,"ταινία, θέατρο",10ο δημοτικό διαμέρισμα του Παρισιού,1928-01-23T00:00:00Z,2017-07-31T00:00:00Z,Γαλλίδα ηθοποιός (1928-2017)
http://www.wikidata.org/entity/Q106465,Τζον Γκρίσαμ,"λογοτεχνία, δίκαιο",Τζόουνσμπορο,1955-02-08T00:00:00Z,,
http://www.wikidata.org/entity/Q106927,Μαριάντζελα Μελάτο,"ταινία, θέατρο, υποκριτική",Μιλάνο,1941-09-19T00:00:00Z,2013-01-11T00:00:00Z,
http://www.wikidata.org/entity/Q108654,Q108654,"δημοσιογραφία, υποκριτική, παραγωγή ταινιών",Ράβενσμπουργκ,1954-01-25T00:00:00Z,,
http://www.wikidata.org/entity/Q110231,Q110231,"μετάφραση, παιδαγωγική, θέατρο, υποκριτική",Ζέσουφ,1971-04-24T00:00:00Z,,
http://www.wikidata.org/entity/Q112632,Q112632,"όπερα, άσμα, υποκριτική",Q189241,1859-08-23T00:00:00Z,1932-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q112982,Q112982,"ποίηση, Ψυχοθεραπεία, υποκριτική",Q659891,1915-03-15T00:00:00Z,2015-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q113227,Q113227,"λογοτεχνία, δημοσιογραφία, δοκίμιο, λογοτεχνική ανάλυση, βιογραφία, ιστορία της λογοτεχνίας",Βρότσλαβ,1862-07-09T00:00:00Z,1918-06-24T00:00:00Z,
http://www.wikidata.org/entity/Q113691,Q113691,"πεζός λόγος, δημοσιογραφία, υποκριτική",Τουλν αν ντερ Ντόναου,1965-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q113691,Q113691,"πεζός λόγος, δημοσιογραφία, υποκριτική",Τουλν αν ντερ Ντόναου,1965-12-17T00:00:00Z,,
http://www.wikidata.org/entity/Q114126,Q114126,"ταινία, παραγωγή ταινιών",Λούντβιχσχαφεν,1954-08-11T00:00:00Z,2022-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q151814,Σάρα Μπράιτμαν,σύνθεση,Μπέρχαμστεντ,1960-08-14T00:00:00Z,,
http://www.wikidata.org/entity/Q152165,Ντόμινικ Μόναχαν,βιομηχανία βιντεοπαιχνιδιών,Βερολίνο,1976-12-08T00:00:00Z,,
http://www.wikidata.org/entity/Q152453,Q152453,σύνθεση,Q986200,1982-12-05T00:00:00Z,,
http://www.wikidata.org/entity/Q155412,Τόνι Μπράξτον,σύνθεση,Q755156,1966-10-07T00:00:00Z,,
http://www.wikidata.org/entity/Q155412,Τόνι Μπράξτον,σύνθεση,Q755156,1967-10-07T00:00:00Z,,
http://www.wikidata.org/entity/Q157400,Ιντίνα Μένζελ,σύνθεση,Μανχάταν,1971-05-30T00:00:00Z,,"Αμερικανίδα τραγουδίστρια, ηθοποιός, τραγουδοποιός"
http://www.wikidata.org/entity/Q161877,Ασάντι,σύνθεση,Q1006668,1980-10-13T00:00:00Z,,
http://www.wikidata.org/entity/Q162202,Νίκι Μινάζ,σύνθεση,Q7401398,1982-12-08T00:00:00Z,,Ράπερ και τραγουδίστρια από το Τρινιντάντ
http://www.wikidata.org/entity/Q167475,Ζακ Ριβέτ,"κριτική κινηματογράφου, ταινία, υποκριτική",Ρουέν,1928-03-01T00:00:00Z,2016-01-29T00:00:00Z,Γάλλος σκηνοθέτης
http://www.wikidata.org/entity/Q168724,Έμμα Τόμσον,"ταινία, παιδική λογοτεχνία, υποκριτική",Πάντινγκτον,1959-04-15T00:00:00Z,,"Αγγλίδα ηθοποιός, σεναριογράφος και συγγραφέας"
http://www.wikidata.org/entity/Q168916,Q168916,"ταινία, θέατρο, υποκριτική",Πράγα,1937-07-13T00:00:00Z,2023-11-20T00:00:00Z,
http://www.wikidata.org/entity/Q169352,Q169352,"θέατρο, αισθητική",Q1047128,1363-01-01T00:00:00Z,1443-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q170371,Q170371,ποίηση,Σανταντέρ,1919-09-26T00:00:00Z,2012-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q170515,Ομάρ Σαρίφ,"ταινία, Μπριτζ, υποκριτική",Αλεξάνδρεια,1932-04-10T00:00:00Z,2015-07-10T00:00:00Z,Αιγύπτιος ηθοποιός (1932-2015)
http://www.wikidata.org/entity/Q173834,Q173834,κλόουν,Q4129187,1930-07-31T00:00:00Z,2016-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q235968,Λίντα Μπάροβα,"θέατρο, ταινία, υποκριτική",Πράγα,1914-09-07T00:00:00Z,2000-10-27T00:00:00Z,
http://www.wikidata.org/entity/Q434060,Q434060,"τηλεόραση, ταινία, θέατρο",Οράν,1946-04-22T00:00:00Z,,
http://www.wikidata.org/entity/Q434399,Q434399,σύνθεση,Μουμπάι,1945-02-04T00:00:00Z,,
http://www.wikidata.org/entity/Q434423,Q434423,ταινία,Ρώμη,1953-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q434512,Q434512,σύνθεση,Q1012330,1951-01-09T00:00:00Z,,
http://www.wikidata.org/entity/Q434694,Ρόμπερτ Χάρντι,"τηλεόραση, ταινία, θέατρο, υποκριτική",Τσέλτεναμ,1925-10-29T00:00:00Z,2017-08-03T00:00:00Z,
http://www.wikidata.org/entity/Q44677,Άγριος Μπιλ Χίκοκ,"στράτευμα, κουλτούρα, κυνήγι",Q644023,1837-05-27T00:00:00Z,1876-08-02T00:00:00Z,
http://www.wikidata.org/entity/Q45025,Q45025,"θέατρο, δράμα, υποκριτική",Βιέννη,1790-06-01T00:00:00Z,1836-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q45239,Φραντς Ξάβερ Κρετς,"θέατρο, δράμα, υποκριτική, Γερμανική λογοτεχνία",Μόναχο,1946-02-25T00:00:00Z,,Γερμανός συγγραφέας και ηθοποιός
http://www.wikidata.org/entity/Q45302,Q45302,"θέατρο, οπερέτα",Γκρατς,1850-12-05T00:00:00Z,1918-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q46139,Μαν Ραίη,"ζωγραφική, φωτογραφία, γλυπτική, κόσμημα, κινηματογράφος",Φιλαδέλφεια,1890-08-27T00:00:00Z,1976-11-18T00:00:00Z,
http://www.wikidata.org/entity/Q49735,Q49735,"ρέγκε, άσμα, ποπ μουσική, σόουλ, δημοφιλής μουσική",Χιούστον,1940-08-19T00:00:00Z,2020-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q50012,Q50012,"ταινία, υποκριτική",Q184481,1986-01-13T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q51476,Τοντ Μπράουνινγκ,ταινία,Λούισβιλ,1880-07-12T00:00:00Z,1962-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q51488,Τζον Κασσαβέτης,ταινία,Νέα Υόρκη,1929-12-09T00:00:00Z,1989-02-03T00:00:00Z,"Αμερικανός ηθοποιός, σκηνοθέτης και σεναριογράφος (1929-1989)"
http://www.wikidata.org/entity/Q83325,Πάμελα Άντερσον,"ντοκιμαντέρ, παραγωγή ταινιών, υποκριτική, Φιλανθρωπία",Q373626,1967-07-01T00:00:00Z,,
http://www.wikidata.org/entity/Q83338,Ρόμπιν Ουίλιαμς,"Μεταγλώττιση, υποκριτική",Σικάγο,1951-07-21T00:00:00Z,2014-08-11T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q85330,Q85330,υποκριτική,Μόναχο,1979-01-10T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q85600,Q85600,υποκριτική,Αμβούργο,1974-01-30T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q103591,Ζερμέν Γκρηρ,Αγγλική λογοτεχνία,Μελβούρνη,1939-01-29T00:00:00Z,,
http://www.wikidata.org/entity/Q103851,Q103851,υποκριτική,Μαγδεβούργο,1895-04-07T00:00:00Z,1985-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q103986,Q103986,υποκριτική,Κολωνία,1883-03-30T00:00:00Z,1946-02-21T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q104027,Κερκ Ντάγκλας,"υποκριτική, παραγωγή ταινιών",Q478456,1916-12-09T00:00:00Z,2020-02-05T00:00:00Z,Αμερικανός ηθοποιός Λευκορωσικης καταγωγής
http://www.wikidata.org/entity/Q104331,Q104331,υποκριτική,Χάλλε (Ζάαλε),1640-12-27T00:00:00Z,1692-01-01T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q104573,Q104573,"υποκριτική, θεατρικός σκηνοθέτης",Μαγδεβούργο,1935-01-20T00:00:00Z,2024-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q104670,Q104670,υποκριτική,Βούπερταλ,1966-02-09T00:00:00Z,,
http://www.wikidata.org/entity/Q104702,Q104702,υποκριτική,Βερολίνο,1940-12-13T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q104815,Q104815,υποκριτική,Μπαντ Κάνστατ,1894-03-20T00:00:00Z,1982-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q104859,Μάικλ Κόλινς,"αστροναυτική, επιχείρηση",Ρώμη,1930-10-31T00:00:00Z,2021-04-28T00:00:00Z,Αμερικανός αστροναύτης και πιλότος δοκιμών
http://www.wikidata.org/entity/Q105682,Τομ Φέλτον,υποκριτική,Έπσομ,1987-09-22T00:00:00Z,,Άγγλος ηθοποιός και τραγουδιστής
http://www.wikidata.org/entity/Q105759,Q105759,υποκριτική,Βίζμπαντεν,1924-06-18T00:00:00Z,2019-06-16T00:00:00Z,
http://www.wikidata.org/entity/Q105825,Γουίλιαμ Χερτ,υποκριτική,Ουάσινγκτον,1950-03-20T00:00:00Z,2022-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q105925,Q105925,τέχνες του θεάματος,Q15725652,1951-09-08T00:00:00Z,,
http://www.wikidata.org/entity/Q106036,Φίλιπ Λερόι,υποκριτική,16ο δημοτικό διαμέρισμα του Παρισιού,1930-10-15T00:00:00Z,2024-06-01T00:00:00Z,Γάλλος ηθοποιός κινηματογράφου
http://www.wikidata.org/entity/Q106126,Σιμόν Σινιορέ,υποκριτική,Βίζμπαντεν,1921-03-25T00:00:00Z,1985-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q106204,Ζαν Λουί Τρεντινιάν,υποκριτική,Q512467,1930-12-11T00:00:00Z,2022-06-17T00:00:00Z,Γάλλος ηθοποιός
http://www.wikidata.org/entity/Q106255,Ζαν Πολ Μπελμοντό,"υποκριτική, παραγωγή ταινιών",Νεγί-συρ-Σεν,1933-04-09T00:00:00Z,2021-09-06T00:00:00Z,Γάλλος ηθοποιός (1933–2021)
http://www.wikidata.org/entity/Q106386,Q106386,υποκριτική,Μόναχο,1951-07-19T00:00:00Z,,
http://www.wikidata.org/entity/Q106466,Q106466,υποκριτική,Q387503,1983-07-22T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q106496,Q106496,υποκριτική,Ντίνσλακεν,1986-11-09T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q106544,Q106544,υποκριτική,Νεγί-συρ-Σεν,1936-06-15T00:00:00Z,2020-12-22T00:00:00Z,Γάλλος ηθοποιός
http://www.wikidata.org/entity/Q106555,Ζαν Ροσφόρ,υποκριτική,20ό δημοτικό διαμέρισμα του Παρισιού,1930-04-29T00:00:00Z,2017-10-09T00:00:00Z,Γάλλος ηθοποιός
http://www.wikidata.org/entity/Q106764,Q106764,υποκριτική,Τετουάν,1931-02-14T00:00:00Z,2022-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q109360,Q109360,"άσμα, υποκριτική",Όλντενμπουργκ,1983-09-22T00:00:00Z,,
http://www.wikidata.org/entity/Q112279,Q112279,"άσμα, θέατρο, υποκριτική, Φιλανθρωπία",Λειψία,1838-02-27T00:00:00Z,1884-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q112276,Q112276,"άσμα, θέατρο, οπερέτα, υποκριτική",Γκρατς,1833-07-26T00:00:00Z,1903-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q168049,Ζμπίγκνιεφ Τσιμπούλσκι,υποκριτική,Q4224829,1927-11-03T00:00:00Z,1967-01-08T00:00:00Z,
http://www.wikidata.org/entity/Q168199,Ζμπίγκνιεφ Ζαπασιέβιτς,υποκριτική,Βαρσοβία,1934-09-13T00:00:00Z,2009-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q169104,Q169104,"δράμα, υποκριτική",Q12060021,1896-09-22T00:00:00Z,1968-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q171525,Τζέικ Τζόνσον,υποκριτική,Έβανστον,1978-05-28T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q171557,Πολ Μπελμοντό,υποκριτική,Μπουλόν-Μπιγιανκούρ,1963-04-23T00:00:00Z,,
http://www.wikidata.org/entity/Q171758,Μάθιου Πέρι,"υποκριτική, τηλεοπτική σειρά",Μασαχουσέτη,1969-08-19T00:00:00Z,2023-10-28T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q235639,Μπίλι Μπερκ,"υποκριτική, θέατρο, ταινία",Ουάσινγκτον,1884-08-07T00:00:00Z,1970-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q235645,Q235645,τέχνες του θεάματος,Άσσελτ,1968-02-15T00:00:00Z,,
http://www.wikidata.org/entity/Q235896,Q235896,τέχνες του θεάματος,Σάαρμπεκ,1964-03-20T00:00:00Z,,
http://www.wikidata.org/entity/Q236129,Σετσούκο Χάρα,υποκριτική,Γιοκοχάμα,1920-06-17T00:00:00Z,2015-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q236157,Σεσίλ ντε Φρανς,τέχνες του θεάματος,Ναμύρ,1975-07-17T00:00:00Z,,
http://www.wikidata.org/entity/Q280445,Q280445,"τηλεόραση, ταινία, θέατρο",Q1106682,1927-03-01T00:00:00Z,2016-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q281048,Έντουαρντ Φρανζ,"τηλεόραση, ταινία, θέατρο",Μιλγουόκι,1902-10-31T00:00:00Z,1983-02-10T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q283332,Q283332,"τηλεόραση, ταινία, θέατρο",Q933597,1912-11-12T00:00:00Z,1968-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q283703,Σέιντι Φροστ,"τηλεόραση, ταινία, μόδα",Ίσλινγκτον,1965-06-19T00:00:00Z,,Αγγλίδα ηθοποιός και παραγωγός
http://www.wikidata.org/entity/Q284051,Μακράμ Χούρι,"τηλεόραση, ταινία, θέατρο, υποκριτική",Ιερουσαλήμ,1945-05-30T00:00:00Z,,
http://www.wikidata.org/entity/Q285642,Q285642,"τηλεόραση, ταινία, θέατρο",Q755745,1920-12-16T00:00:00Z,1997-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q286717,Τόνι Ράνταλ,"τηλεόραση, ραδιοφωνία, ταινία, θέατρο",Τάλσα,1920-02-26T00:00:00Z,2004-05-17T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q287572,Ρεμπέκα Πίτζεον,ποίηση,Κέιμπριτζ,1965-10-10T00:00:00Z,,
http://www.wikidata.org/entity/Q289784,Q289784,"τηλεόραση, ταινία, θέατρο",Βουδαπέστη,1948-05-26T00:00:00Z,,
http://www.wikidata.org/entity/Q291693,Q291693,"τηλεόραση, ταινία, υποκριτική",Παρίσι,1978-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q291693,Q291693,"τηλεόραση, ταινία, υποκριτική",Ηνωμένο Βασίλειο,1978-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q434244,Τζέικομπ Τίρνι,υποκριτική,Μόντρεαλ,1979-09-26T00:00:00Z,,Καναδός ηθοποιός
http://www.wikidata.org/entity/Q44131,Βέρνερ Χέρτζογκ,"υποκριτική, παραγωγή ταινιών",Μόναχο,1942-09-05T00:00:00Z,,
http://www.wikidata.org/entity/Q44473,Ο. Τζ. Σίμπσον,αμερικανικό ποδόσφαιρο,Σαν Φρανσίσκο,1947-07-09T00:00:00Z,2024-04-10T00:00:00Z,"Αμερικανός ποδοσφαιριστής, εκφωνητής και εγκληματίας"
http://www.wikidata.org/entity/Q45083,Q45083,Καμπαρέ,Q264395,1966-04-03T00:00:00Z,,
http://www.wikidata.org/entity/Q45221,Χέρμπερτ Άχτερνμπους,"εικαστικές τέχνες, παραγωγή ταινιών",Μόναχο,1938-11-23T00:00:00Z,2022-01-10T00:00:00Z,"Γερμανός συγγραφέας, ηθοποιός και ζωγράφος"
http://www.wikidata.org/entity/Q47059,Αϊσβάρια Ράι,υποκριτική,Μανγκαλόρ,1973-11-01T00:00:00Z,,Ινδή ηθοποιός
http://www.wikidata.org/entity/Q47899,Πάρις Χίλτον,ηθοποιός,Νέα Υόρκη,1981-02-17T00:00:00Z,,"Αμερικανίδα ηθοποιός, μοντέλο, τραγουδίστρια, DJ, συγγραφέας βιβλίων και τηλεοπτική παρουσιάστρια"
http://www.wikidata.org/entity/Q49034,Χέντι Λαμάρ,"υποκριτική, κινηματογράφος",Βιέννη,1914-11-09T00:00:00Z,2000-01-19T00:00:00Z,"Αυστρο-Εβραία, μετέπειτα πολιτογραφημένη Αμερικανίδα, ηθοποιός και επιστήμονας της τεχνολογίας επικοινωνιών"
http://www.wikidata.org/entity/Q51101,Τζολίν Τσάι,"τέχνες του θεάματος, μουσική βιομηχανία, Κινηματογραφική βιομηχανία",Σινσουάνγκ,1980-09-15T00:00:00Z,,"Ταϊβανέζα τραγουδίστρια, στιχουργός και ηθοποιός"
http://www.wikidata.org/entity/Q83492,Γκάρι Όλντμαν,βιομηχανία βιντεοπαιχνιδιών,Λονδίνο,1958-03-21T00:00:00Z,,Άγγλος ηθοποιός και σκηνοθέτης
http://www.wikidata.org/entity/Q84524,Q84524,υποκριτική,Βιέννη,1907-01-20T00:00:00Z,2000-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q90629,Q90629,"τηλεόραση, ταινία, κινούμενα σχέδια",Q11052,1892-07-30T00:00:00Z,1963-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q93356,Σέιμους Χίνι,ποίηση,Κάστλντοσον,1939-04-13T00:00:00Z,2013-08-30T00:00:00Z,
http://www.wikidata.org/entity/Q93604,Λότε Λένια,"τηλεόραση, όπερα, ταινία, θέατρο",Βιέννη,1898-10-18T00:00:00Z,1981-11-27T00:00:00Z,Αυστριακο-αμερικανίδα τραγουδίστρια
http://www.wikidata.org/entity/Q95854,Q95854,υποκριτική,Βερολίνο,1896-02-18T00:00:00Z,1964-09-04T00:00:00Z,Γερμανός ηθοποιός (1896-1964)
http://www.wikidata.org/entity/Q95929,Q95929,"ταινία, θέατρο",Μάισσεν,1936-06-01T00:00:00Z,2024-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q103646,Ρον Χάουαρντ,παραγωγή ταινιών,Q3041247,1954-03-01T00:00:00Z,,"Αμερικανός σκηνοθέτης, παραγωγός και ηθοποιός"
http://www.wikidata.org/entity/Q104266,Μελ Μπρουκς,κινηματογράφος,Μπρούκλιν,1926-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q107006,Κλαούντια Καρντινάλε,υποκριτική,Τύνιδα,1938-04-15T00:00:00Z,,ιταλίδα ηθοποιός
http://www.wikidata.org/entity/Q107144,Q107144,υποκριτική,Βούπερταλ,1974-01-01T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q107579,Q107579,υποκριτική,Αγία Πετρούπολη,1885-04-13T00:00:00Z,1933-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q107579,Q107579,υποκριτική,Αγία Πετρούπολη,1885-04-13T00:00:00Z,1933-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q107599,Q107599,υποκριτική,Βερολίνο,1906-06-04T00:00:00Z,2003-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q108302,Q108302,υποκριτική,Νοϊβίτ,1970-12-30T00:00:00Z,,
http://www.wikidata.org/entity/Q108845,Q108845,υποκριτική,Λύνεμπουργκ,1982-01-12T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q109477,Q109477,υποκριτική,Καρλσρούη,1800-05-06T00:00:00Z,1884-08-11T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q109505,Q109505,υποκριτική,Νόιμαρκτ,1890-12-29T00:00:00Z,1957-12-25T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q109556,Q109556,"Μεταγλώττιση, υποκριτική",Βερολίνο,1922-11-23T00:00:00Z,1986-05-29T00:00:00Z,
